HUD Metro Fair Market Rent Area Name,CBSASub23,ZIPCode,erap_fmr_br0,erap_fmr_br1,erap_fmr_br2,erap_fmr_br3,erap_fmr_br4
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10503,"$1,648","$1,934","$2,352","$2,885","$3,132"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10504,"$2,470","$2,900","$3,530","$4,330","$4,700"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10505,"$1,970","$2,310","$2,810","$3,450","$3,740"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10506,"$2,470","$2,900","$3,530","$4,330","$4,700"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10507,"$1,720","$2,020","$2,460","$3,020","$3,280"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10509,"$2,350","$2,410","$2,710","$3,380","$3,640"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10510,"$1,840","$2,150","$2,620","$3,210","$3,490"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10511,"$1,648","$1,934","$2,352","$2,885","$3,132"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10514,"$2,470","$2,900","$3,530","$4,330","$4,700"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10517,"$1,820","$2,130","$2,590","$3,180","$3,450"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10518,"$2,330","$2,740","$3,330","$4,080","$4,430"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10519,"$2,130","$2,410","$2,870","$3,540","$3,830"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10520,"$1,648","$1,934","$2,352","$2,885","$3,132"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10521,"$1,650","$1,934","$2,352","$2,885","$3,132"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10522,"$1,930","$2,260","$2,750","$3,370","$3,660"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10523,"$2,450","$2,880","$3,500","$4,290","$4,660"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10526,"$2,270","$2,670","$3,250","$3,980","$4,320"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10527,"$1,750","$2,060","$2,500","$3,070","$3,330"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10528,"$2,190","$2,570","$3,130","$3,840","$4,170"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10530,"$1,960","$2,300","$2,800","$3,430","$3,730"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10532,"$2,010","$2,360","$2,870","$3,520","$3,820"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10533,"$1,648","$1,934","$2,352","$2,885","$3,132"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10535,"$1,800","$2,080","$2,500","$3,070","$3,330"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10536,"$2,450","$2,880","$3,500","$4,290","$4,660"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10537,"$3,100","$3,180","$3,570","$4,450","$4,800"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10538,"$1,880","$2,210","$2,690","$3,300","$3,580"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10540,"$1,650","$1,934","$2,352","$2,885","$3,132"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10541,"$2,280","$2,360","$2,660","$3,310","$3,570"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10543,"$1,910","$2,240","$2,720","$3,340","$3,620"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10545,"$1,740","$2,050","$2,490","$3,050","$3,320"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10546,"$2,470","$2,900","$3,530","$4,330","$4,700"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10547,"$1,770","$2,070","$2,520","$3,090","$3,360"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10548,"$1,648","$1,934","$2,352","$2,885","$3,132"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10549,"$1,690","$1,980","$2,410","$2,960","$3,210"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10550,"$1,920","$1,960","$2,352","$2,885","$3,132"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10551,"$1,650","$1,934","$2,352","$2,885","$3,132"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10552,"$1,648","$1,934","$2,352","$2,885","$3,132"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10553,"$1,648","$1,934","$2,352","$2,885","$3,132"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10560,"$1,920","$2,140","$2,600","$3,190","$3,460"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10562,"$1,740","$2,050","$2,490","$3,050","$3,320"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10566,"$1,648","$1,934","$2,352","$2,885","$3,132"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10567,"$1,920","$2,180","$2,650","$3,250","$3,530"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10570,"$1,700","$1,990","$2,420","$2,970","$3,220"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10573,"$1,790","$2,110","$2,560","$3,140","$3,410"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10576,"$2,360","$2,800","$3,400","$4,170","$4,530"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10577,"$1,970","$2,320","$2,810","$3,450","$3,740"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10578,"$2,310","$2,710","$3,300","$4,050","$4,390"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10580,"$2,470","$2,900","$3,530","$4,330","$4,700"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10583,"$2,020","$2,370","$2,880","$3,530","$3,840"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10587,"$1,650","$1,934","$2,352","$2,885","$3,132"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10588,"$1,920","$1,980","$2,410","$2,960","$3,210"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10589,"$2,470","$2,900","$3,530","$4,330","$4,700"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10590,"$2,130","$2,500","$3,040","$3,730","$4,050"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10591,"$1,690","$1,980","$2,410","$2,960","$3,210"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10594,"$1,860","$2,180","$2,650","$3,250","$3,530"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10595,"$1,820","$2,140","$2,600","$3,190","$3,460"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10596,"$1,648","$1,934","$2,352","$2,885","$3,132"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10597,"$2,080","$2,450","$2,980","$3,650","$3,960"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10598,"$1,750","$2,060","$2,500","$3,070","$3,330"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10601,"$1,930","$2,270","$2,760","$3,390","$3,680"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10602,"$1,650","$1,934","$2,352","$2,885","$3,132"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10603,"$1,770","$2,070","$2,520","$3,090","$3,360"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10604,"$1,950","$2,290","$2,780","$3,410","$3,700"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10605,"$1,790","$2,100","$2,550","$3,130","$3,400"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10606,"$1,980","$2,330","$2,830","$3,470","$3,770"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10607,"$1,830","$2,150","$2,610","$3,200","$3,480"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10701,"$1,648","$1,934","$2,352","$2,885","$3,132"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10702,"$1,650","$1,934","$2,352","$2,885","$3,132"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10703,"$1,648","$1,934","$2,352","$2,885","$3,132"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10704,"$1,648","$1,934","$2,352","$2,885","$3,132"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10705,"$1,648","$1,934","$2,352","$2,885","$3,132"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10706,"$1,870","$2,200","$2,670","$3,280","$3,560"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10707,"$2,150","$2,520","$3,070","$3,770","$4,090"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10708,"$1,760","$2,060","$2,510","$3,080","$3,340"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10709,"$1,820","$2,140","$2,600","$3,190","$3,460"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10710,"$1,648","$1,934","$2,352","$2,885","$3,132"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10801,"$1,648","$1,934","$2,352","$2,885","$3,132"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10802,"$1,650","$1,934","$2,352","$2,885","$3,132"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10803,"$1,920","$2,150","$2,610","$3,200","$3,480"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10804,"$2,070","$2,430","$2,960","$3,630","$3,940"
"Westchester County, NY Statutory Exception Area",METRO48325M48325,10805,"$1,648","$1,934","$2,352","$2,885","$3,132"
"Wheeling, WV-OH MSA",METRO48540M48540,26003,$660,$770,$970,"$1,260","$1,440"
"Wheeling, WV-OH MSA",METRO48540M48540,26031,$607,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,26032,$660,$714,$895,"$1,170","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,26033,$750,$890,"$1,110","$1,440","$1,650"
"Wheeling, WV-OH MSA",METRO48540M48540,26036,$740,$850,"$1,050","$1,360","$1,540"
"Wheeling, WV-OH MSA",METRO48540M48540,26038,$610,$720,$900,"$1,170","$1,340"
"Wheeling, WV-OH MSA",METRO48540M48540,26039,$710,$840,"$1,050","$1,370","$1,560"
"Wheeling, WV-OH MSA",METRO48540M48540,26040,$607,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,26041,$607,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,26055,$607,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,26059,$800,$940,"$1,180","$1,530","$1,750"
"Wheeling, WV-OH MSA",METRO48540M48540,26060,$607,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,26070,$660,$714,$895,"$1,180","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,26074,$910,"$1,070","$1,340","$1,740","$1,990"
"Wheeling, WV-OH MSA",METRO48540M48540,26155,$607,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,43713,$607,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,43716,$607,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,43718,$710,$840,"$1,050","$1,360","$1,560"
"Wheeling, WV-OH MSA",METRO48540M48540,43719,$607,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,43747,$610,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,43759,$607,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,43773,$607,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,43901,$700,$730,$920,"$1,250","$1,370"
"Wheeling, WV-OH MSA",METRO48540M48540,43902,$607,$720,$900,"$1,170","$1,330"
"Wheeling, WV-OH MSA",METRO48540M48540,43905,$630,$740,$930,"$1,210","$1,380"
"Wheeling, WV-OH MSA",METRO48540M48540,43906,$607,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,43909,$607,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,43912,$607,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,43916,$607,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,43917,$640,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,43927,$607,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,43928,$690,$820,"$1,020","$1,330","$1,520"
"Wheeling, WV-OH MSA",METRO48540M48540,43933,$620,$730,$920,"$1,190","$1,360"
"Wheeling, WV-OH MSA",METRO48540M48540,43934,$607,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,43935,$607,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,43937,$607,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,43940,$607,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,43942,$607,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,43943,$660,$714,$895,"$1,180","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,43947,$607,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,43950,$660,$780,$980,"$1,270","$1,450"
"Wheeling, WV-OH MSA",METRO48540M48540,43951,$680,$800,"$1,010","$1,310","$1,500"
"Wheeling, WV-OH MSA",METRO48540M48540,43967,$680,$810,"$1,010","$1,310","$1,500"
"Wheeling, WV-OH MSA",METRO48540M48540,43971,$620,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,43972,$660,$780,$980,"$1,270","$1,450"
"Wheeling, WV-OH MSA",METRO48540M48540,43973,$607,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,43977,$730,$850,"$1,070","$1,390","$1,590"
"Wheeling, WV-OH MSA",METRO48540M48540,43983,$607,$714,$895,"$1,163","$1,329"
"Wheeling, WV-OH MSA",METRO48540M48540,43985,$720,$820,"$1,030","$1,350","$1,530"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,66840,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,66842,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,66866,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67001,$800,$900,"$1,180","$1,550","$1,900"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67002,"$1,040","$1,160","$1,530","$2,010","$2,470"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67008,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67010,$740,$830,"$1,090","$1,430","$1,760"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67012,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67016,$790,$890,"$1,170","$1,540","$1,890"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67017,$850,$950,"$1,250","$1,650","$2,010"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67020,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67025,$750,$840,"$1,110","$1,460","$1,790"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67026,$740,$830,"$1,090","$1,430","$1,750"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67030,$750,$840,"$1,100","$1,450","$1,770"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67031,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67037,$790,$880,"$1,160","$1,530","$1,870"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67039,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67041,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67042,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67045,$700,$780,"$1,030","$1,360","$1,660"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67050,$740,$830,"$1,090","$1,430","$1,760"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67052,$890,"$1,000","$1,310","$1,720","$2,110"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67055,$830,$930,"$1,220","$1,610","$1,970"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67056,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67060,$710,$800,"$1,050","$1,380","$1,690"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67062,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67067,$920,"$1,040","$1,360","$1,790","$2,190"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67072,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67074,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67101,$740,$830,"$1,090","$1,430","$1,760"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67106,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67107,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67108,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67110,$690,$780,"$1,020","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67114,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67117,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67118,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67120,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67123,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67131,$700,$780,"$1,030","$1,360","$1,660"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67132,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67133,$880,$990,"$1,300","$1,710","$2,090"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67135,$700,$780,"$1,030","$1,360","$1,660"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67144,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67147,$770,$860,"$1,130","$1,490","$1,820"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67149,$750,$840,"$1,110","$1,430","$1,730"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67151,$740,$830,"$1,090","$1,430","$1,760"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67154,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67201,$690,$780,"$1,020","$1,340","$1,640"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67202,$730,$820,"$1,080","$1,420","$1,740"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67203,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67204,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67205,"$1,040","$1,160","$1,530","$2,010","$2,470"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67206,$790,$880,"$1,160","$1,530","$1,870"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67207,$690,$780,"$1,020","$1,340","$1,640"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67208,$740,$830,"$1,090","$1,430","$1,760"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67209,$730,$820,"$1,080","$1,420","$1,740"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67210,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67211,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67212,$770,$870,"$1,140","$1,500","$1,840"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67213,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67214,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67215,"$1,040","$1,160","$1,530","$2,010","$2,470"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67216,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67217,$720,$810,"$1,060","$1,400","$1,710"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67218,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67219,$760,$850,"$1,120","$1,470","$1,800"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67220,$700,$780,"$1,030","$1,360","$1,660"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67221,$690,$780,"$1,020","$1,340","$1,640"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67223,$890,"$1,000","$1,320","$1,730","$2,120"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67226,$830,$930,"$1,220","$1,610","$1,970"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67227,$920,"$1,030","$1,350","$1,780","$2,180"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67228,$870,$980,"$1,280","$1,690","$2,070"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67230,"$1,040","$1,160","$1,530","$2,010","$2,470"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67232,$810,$910,"$1,200","$1,580","$1,930"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67235,"$1,040","$1,160","$1,530","$2,010","$2,470"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67260,$690,$780,"$1,020","$1,340","$1,640"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67275,$690,$780,"$1,020","$1,340","$1,640"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67277,$690,$780,"$1,020","$1,340","$1,640"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67278,$690,$780,"$1,020","$1,340","$1,640"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67522,$689,$774,"$1,017","$1,339","$1,639"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67543,$690,$780,"$1,020","$1,340","$1,640"
"Wichita, KS HUD Metro FMR Area",METRO48620M48620,67546,$689,$774,"$1,017","$1,339","$1,639"
"Sumner County, KS HUD Metro FMR Area",METRO48620N20191,67004,$645,$725,$952,"$1,151","$1,268"
"Sumner County, KS HUD Metro FMR Area",METRO48620N20191,67013,$650,$730,$960,"$1,160","$1,280"
"Sumner County, KS HUD Metro FMR Area",METRO48620N20191,67018,$645,$725,$952,"$1,151","$1,270"
"Sumner County, KS HUD Metro FMR Area",METRO48620N20191,67022,$645,$725,$952,"$1,151","$1,268"
"Sumner County, KS HUD Metro FMR Area",METRO48620N20191,67026,$740,$830,"$1,090","$1,430","$1,750"
"Sumner County, KS HUD Metro FMR Area",METRO48620N20191,67031,$645,$725,$952,"$1,151","$1,340"
"Sumner County, KS HUD Metro FMR Area",METRO48620N20191,67049,$645,$725,$952,"$1,151","$1,270"
"Sumner County, KS HUD Metro FMR Area",METRO48620N20191,67051,$645,$725,$952,"$1,151","$1,270"
"Sumner County, KS HUD Metro FMR Area",METRO48620N20191,67103,$645,$725,$952,"$1,151","$1,268"
"Sumner County, KS HUD Metro FMR Area",METRO48620N20191,67105,$645,$725,$952,"$1,151","$1,268"
"Sumner County, KS HUD Metro FMR Area",METRO48620N20191,67106,$660,$750,$980,"$1,220","$1,390"
"Sumner County, KS HUD Metro FMR Area",METRO48620N20191,67110,$690,$780,"$1,020","$1,320","$1,580"
"Sumner County, KS HUD Metro FMR Area",METRO48620N20191,67118,$670,$750,$990,"$1,250","$1,450"
"Sumner County, KS HUD Metro FMR Area",METRO48620N20191,67119,$645,$725,$952,"$1,151","$1,268"
"Sumner County, KS HUD Metro FMR Area",METRO48620N20191,67120,$680,$770,"$1,010","$1,270","$1,480"
"Sumner County, KS HUD Metro FMR Area",METRO48620N20191,67140,$645,$725,$952,"$1,151","$1,268"
"Sumner County, KS HUD Metro FMR Area",METRO48620N20191,67146,$690,$780,"$1,020","$1,230","$1,360"
"Sumner County, KS HUD Metro FMR Area",METRO48620N20191,67152,$650,$730,$960,"$1,160","$1,280"
"Wichita Falls, TX MSA",METRO48660M48660,76228,$850,$890,"$1,100","$1,500","$1,710"
"Wichita Falls, TX MSA",METRO48660M48660,76230,$930,$980,"$1,210","$1,650","$1,880"
"Wichita Falls, TX MSA",METRO48660M48660,76261,$830,$880,"$1,080","$1,470","$1,680"
"Wichita Falls, TX MSA",METRO48660M48660,76301,$800,$843,"$1,037","$1,418","$1,611"
"Wichita Falls, TX MSA",METRO48660M48660,76302,$830,$880,"$1,080","$1,480","$1,680"
"Wichita Falls, TX MSA",METRO48660M48660,76305,$800,$843,"$1,037","$1,418","$1,611"
"Wichita Falls, TX MSA",METRO48660M48660,76306,$800,$850,"$1,040","$1,420","$1,620"
"Wichita Falls, TX MSA",METRO48660M48660,76307,$800,$850,"$1,040","$1,420","$1,620"
"Wichita Falls, TX MSA",METRO48660M48660,76308,$830,$880,"$1,080","$1,480","$1,680"
"Wichita Falls, TX MSA",METRO48660M48660,76309,$800,$843,"$1,037","$1,418","$1,611"
"Wichita Falls, TX MSA",METRO48660M48660,76310,$860,$900,"$1,110","$1,520","$1,720"
"Wichita Falls, TX MSA",METRO48660M48660,76311,"$1,200","$1,270","$1,560","$2,130","$2,420"
"Wichita Falls, TX MSA",METRO48660M48660,76351,$800,$843,"$1,037","$1,418","$1,611"
"Wichita Falls, TX MSA",METRO48660M48660,76352,$800,$843,"$1,037","$1,418","$1,611"
"Wichita Falls, TX MSA",METRO48660M48660,76354,$800,$843,"$1,037","$1,418","$1,611"
"Wichita Falls, TX MSA",METRO48660M48660,76357,$800,$843,"$1,037","$1,418","$1,611"
"Wichita Falls, TX MSA",METRO48660M48660,76360,$800,$843,"$1,037","$1,418","$1,611"
"Wichita Falls, TX MSA",METRO48660M48660,76365,$800,$843,"$1,037","$1,418","$1,611"
"Wichita Falls, TX MSA",METRO48660M48660,76366,$800,$843,"$1,037","$1,418","$1,611"
"Wichita Falls, TX MSA",METRO48660M48660,76367,"$1,010","$1,070","$1,310","$1,790","$2,030"
"Wichita Falls, TX MSA",METRO48660M48660,76369,$800,$850,"$1,040","$1,420","$1,620"
"Wichita Falls, TX MSA",METRO48660M48660,76370,$800,$843,"$1,037","$1,418","$1,611"
"Wichita Falls, TX MSA",METRO48660M48660,76374,$800,$843,"$1,037","$1,418","$1,611"
"Wichita Falls, TX MSA",METRO48660M48660,76377,$800,$843,"$1,037","$1,418","$1,611"
